学名 withAuthor,和名,別名,ステータス,ID,発表年,,,,,,,,,,,,,,,,,,
Pseudosymblepharis bombayensis (Müll.Hal.) P.Sollman,アナシッポゴケモドキ,"サカバゴケ, オオクチヒゲゴケ",標準,14458,1996,,,,,,,,,,,,,,,,,,
Hyophila propagulifera Broth.,ハマキゴケ,"ヒロハノハマキゴケ, コハマキゴケ",標準,14460,1899,,,,,,,,,,,,,,,,,,
Barbula unguiculata Hedw.,ネジクチゴケ,オオセンボンゴケ,標準,14461,1801,,,,,,,,,,,,,,,,,,
Weisiopsis anomala (Broth. et Paris ex Cardot) Broth.,ホソコゴケモドキ,"コゴケモドキ, ホソゴケモドキ",標準,14464,1921,,,,,,,,,,,,,,,,,,
Tortula muralis Hedw.,ヘラハネジレゴケ,ネジレゴケ,標準,14465,1801,,,,,,,,,,,,,,,,,,
Gymnostomum aeruginosum Sm.,オオハナシゴケ,エゾノメンボウゴケ,標準,17852,1804,,,,,,,,,,,,,,,,,,
Hyophila involuta (Hook.) A.Jaeger,カタハマキゴケ,リュウキュウハマキゴケ,標準,21733,1873,,,,,,,,,,,,,,,,,,
Anoectangium thomsonii Mitt.,イトラッキョウゴケ,"ミヤマラッキョウゴケ, アオラッキョウゴケ",標準,22723,1859,,,,,,,,,,,,,,,,,,
Tortula caucasica Broth.,センボンゴケ,シマネジレゴケ,標準,25767,1893,,,,,,,,,,,,,,,,,,
Tortula hoppeana (Schultz) Ochyra,ハリエゾネジレゴケ,ケナシハリエゾネジレゴケ,標準,25769,2005,,,,,,,,,,,,,,,,,,
Hydrogonium javanicum (Dozy et Molk.) Hilp.,セイタカネジクチゴケ,ヒロハネジクチゴケ,標準,27085,1933,,,,,,,,,,,,,,,,,,
Hydrogonium subcomosum (Broth.) P.C.Chen,ケネジクチゴケ,ヒメアミバヒゲゴケ,標準,27086,1941,,,,,,,,,,,,,,,,,,
Hydrogonium orientale (F.Weber) Jan Kučera,トウヨウネジクチゴケ,"キミネジクチゴケ, ヒナハマキゴケ, シマハマキゴケ",標準,27091,2013,,,,,,,,,,,,,,,,,,
Didymodon nigrescens (Mitt.) K.Saito,カイガネクロゴケ,イトクロゴケ,標準,27113,1975,,,,,,,,,,,,,,,,,,
Leptodontium flexifolium (Dicks.) Hampe,トサノオウゴンゴケ,オウゴンゴケ,標準,27129,1864,,,,,,,,,,,,,,,,,,
Trichostomum platyphyllum (Broth. ex Iisiba) P.C.Chen,ムツコネジレゴケ,"ホソバハマキゴケ, ユゲシマハマキゴケ",標準,27134,1941,,,,,,,,,,,,,,,,,,
Trichostomum brachydontium Bruch,クチヒゲゴケ,ヘラバヨリイトゴケ,標準,27135,1829,,,,,,,,,,,,,,,,,,
Weissia edentula Mitt.,ホソバトジクチゴケ,"ヒメトジクチゴケ, ハナシヤスジゴケ, ツチノウエノヒラゴケモドキ",標準,27140,1859,,,,,,,,,,,,,,,,,,
Weissia planifolia Dixon,ツチノウエノカタゴケ,キンキコゴケ,標準,27143,1928,,,,,,,,,,,,,,,,,,
Tetraplodon mnioides (Hedw.) Bruch et Schimp.,マルダイゴケ,ハナシマルダイゴケ,標準,14645,1844,,,,,,,,,,,,,,,,,,
Splachnum ampullaceum L. ex Hedw.,オオツボゴケ,ショクダイゴケ (Suzuki 1960),標準,14647,1801,,,,,,,,,,,,,,,,,,
Pohlia nutans (Hedw.) Lindb.,ヘチマゴケ,アカヘチマゴケ,標準,14499,1879,,,,,,,,,,,,,,,,,,
Rosulabryum capillare (Hedw.) J.R.Spence,ハリガネゴケ,ナガサキハリガネゴケ,標準,14511,1801,,,,,,,,,,,,,,,,,,
Bryum paradoxum Schwägr.,ヤマハリガネゴケ,ミチノクマゴケ,標準,14514,1827,,,,,,,,,,,,,,,,,,
Bryum cellulare Hook.,オンセンゴケ,カワギシゴケ，コシノマゴケ,標準,14519,1827,,,,,,,,,,,,,,,,,,
"Mnium orientale R.E.Wyatt, Odrykoski et T.J.Kop.",トウヨウチョウチンゴケ,オオヤマチョウチンゴケ,標準,14381,1997,,,,,,,,,,,,,,,,,,
Orthomnion dilatatum (Mitt.) P.C.Chen,タチチョウチンゴケ,"ヤマトタチチョウチンゴケ (Okamura in B. M. T. 22: (65) (1908), sub nom. O. japonica Broth.)",標準,14428,1955,,,,,,,,,,,,,,,,,,
Pseudobryum speciosum (Mitt.) T.J.Kop.,ムツデチョウチンゴケ,カシワバチョウチンゴケ,標準,14432,1968,,,,,,,,,,,,,,,,,,
Plagiomnium tezukae (Sakurai) T.J.Kop.,アズミチョウチンゴケ,テヅカチョウチンゴケ,標準,14438,1968,,,,,,,,,,,,,,,,,,
Schizymenium japonicum (Besch.) Tad.Suzuki,ホソバゴケモドキ,ホソバゴケ,標準,14492,2014,,,,,,,,,,,,,,,,,,
Epipterygium tozeri (Grev.) Lindb.,アカスジゴケ,マルバコアカスジゴケ,標準,14502,1865,,,,,,,,,,,,,,,,,,
Plagiomnium acutum (Lindb.) T.J.Kop.,コツボゴケ,コツボチョウチンゴケ,標準,17803,1975,,,,,,,,,,,,,,,,,,
Pohlia camptotrachela (Renauld et Cardot) Broth.,キヘチマゴケ,"コマノミスゴケ, ホザキミスゴケ",標準,17867,1903,,,,,,,,,,,,,,,,,,
Pohlia leucostoma (Bosch et Sande Lac.) M.Fleisch.,ホソエヘチマゴケ,"ホソヘチマゴケ, ハワイヘチマゴケ",標準,17871,1904,,,,,,,,,,,,,,,,,,
Plagiomnium japonicum (Lindb.) T.J.Kop.,ヤマトチョウチンゴケ,ナガバチョウチンゴケ,標準,17872,1968,,,,,,,,,,,,,,,,,,
Cinclidium stygium Sw.,ミギワチョウチンゴケ,ミギハチョウチンゴケ,標準,33645,1803,,,,,,,,,,,,,,,,,,
Bartramia pomiformis Hedw.,タマゴケ,オオタマゴケ,標準,14657,1801,,,,,,,,,,,,,,,,,,
Plagiopus oederiana  (Sw.) H.A.Crum et L.E.Anderson,エゾタマゴケ,エゾノタマゴケ,標準,14660,1981,,,,,,,,,,,,,,,,,,
Philonotis falcata (Hook.) Mitt.,カマサワゴケ,"オレハサワゴケ, マルバサワゴケ",標準,14663,1859,,,,,,,,,,,,,,,,,,
Philonotis turneriana (Schwägr.) Mitt.,オオサワゴケ,ホソバサワゴケ,標準,14666,1859,,,,,,,,,,,,,,,,,,
Philonotis thwaitesii Mitt.,コツクシサワゴケ,マキバサワゴケ,標準,17877,1859,,,,,,,,,,,,,,,,,,
Orthotrichum consobrinum Cardot,タチヒダゴケ,コダマゴケ,標準,14677,1908,,,,,,,,,,,,,,,,,,
Orthotrichum sordidum Sull. et Lesq.,タチバヒダゴケ,エゾノコタマゴケ,標準,14680,1870,,,,,,,,,,,,,,,,,,
Macromitrium japonicum Dozy et Molk.,ミノゴケ,ヤマトミノゴケ,標準,14691,1844,,,,,,,,,,,,,,,,,,
Schlotheimia grevilleana Mitt.,モミゴケ,ヒロハノモミゴケ,標準,14698,1859,,,,,,,,,,,,,,,,,,
Orthotrichum amabile Toyama,コゴメタチヒダゴケ,ヒメタチヒダゴケ,標準,27340,1938,,,,,,,,,,,,,,,,,,
Macromitrium formosae Cardot,キールンミノゴケ,キイルンミノゴケ,標準,34501,1905,,,,,,,,,,,,,,,,,,
Pyrrhobryum dozyanum (Sande Lac.) Manuel,ヒノキゴケ,イタチノシッポ,標準,14653,1980,,,,,,,,,,,,,,,,,,
Aulacomnium palustre (Hedw.) Schwägr.,オオヒモゴケ,ヤツマタオオヒモゴケ,標準,14651,1827,,,,,,,,,,,,,,,,,,
Aulacomnium palustre (Hedw.) Schwägr.  var. polycephalum (Brid.) Hueb.,ヤツマタオオヒモゴケ,ヤツマタオオヒモゴケ,標準,46733,1833,,,,,,,,,,,,,,,,,,
Racopilum cuspidigerum (Schwägr.) Ångstr.,シバゴケ,"ホゴケ, リュウキュウホゴケ",標準,27324,1872,,,,,,,,,,,,,,,,,,
Hypopterygium flavolimbatum Müll.Hal.,クジャクゴケ,"ヒメクジャクゴケ, シマクジャクゴケ, オキナワクジャクゴケ",標準,14784,1850,,,,,,,,,,,,,,,,,,
Cyathophorum adiantum (Griff.) Mitt.,キジノオゴケ,トゲキジノオゴケ,標準,14786,1859,,,,,,,,,,,,,,,,,,
Cyathophorum hookerianum (Griff.) Mitt.,コキジノオゴケ,"コソテツゴケ, ヒメソテツゴケ",標準,14787,1859,,,,,,,,,,,,,,,,,,
Dendrocyathophorum decolyi (Broth. ex M.Fleisch.) Kruijer,キダチクジャクゴケ,フチナシクジャクゴケ,標準,27404,1995,,,,,,,,,,,,,,,,,,
Calyptrochaeta japonica (Cardot et Thér.) Z.Iwats. et Nog.,イバラゴケ,ケムシゴケ,標準,14778,1979,,,,,,,,,,,,,,,,,,
Hookeria acutifolia Hook. et Grev.,アブラゴケ,"タイワンアブラゴケ, リュウキュウアブラゴケ",標準,14776,1825,,,,,,,,,,,,,,,,,,
Lopidium struthiopteris (Brid.) M.Fleisch.,ナゼゴケ,"クジャクナゼゴケ (Horikawa 1934), ゲイビナゼゴケ",標準,27403,1908,,,,,,,,,,,,,,,,,,
Fontinalis hypnoides Hartm.,カワゴケ,ノコギリカワゴケ,標準,14701,1843,,,,,,,,,,,,,,,,,,
Dichelyma japonicum Cardot,コシノヤバネゴケ,ヤバネゴケ,標準,14703,1909,,,,,,,,,,,,,,,,,,
Climacium japonicum Lindb.,コウヤノマンネングサ,コウヤノマンネンゴケ,標準,14522,1872,,,,,,,,,,,,,,,,,,
Anacamptodon latidens (Besch.) Broth.,ソリハゴケ,ミヤマソリハゴケ,標準,14798,1907,,,,,,,,,,,,,,,,,,
Cratoneuron filicinum (Hedw.) Spruce,ミズシダゴケ,ニセシッチゴケ,標準,14848,1867,,,,,,,,,,,,,,,,,,
Palustriella commutata (Hedw.) Ochyra,カマシャグマゴケ,シャグマゴケ,標準,14849,1989,,,,,,,,,,,,,,,,,,
Leptodictyum riparium (Hedw.) Warnst.,ヤナギゴケ,"ナガバヤナギゴケ, マリゴケ",標準,14854,1906,,,,,,,,,,,,,,,,,,
Campyliadelphus chrysophyllus (Brid.) R.S.Chopra,コガネハイゴケ,アカコガネハイゴケ,標準,17900,1975,,,,,,,,,,,,,,,,,,
Cratoneuron filicinum (Hedw.) Spruce  var.tenerrimum Warnst.,ホソミズシダゴケ,ヒメミズシダゴケ,標準,17905,1915,,,,,,,,,,,,,,,,,,
Hygrohypnum molle (Hedw.) Loeske,クサシメリゴケ,アルプスシメリゴケ,標準,17907,1903,,,,,,,,,,,,,,,,,,
Leptodictyum humile (P.Beauv.) H.A.Crum,ハヤマヤナギゴケ,ホソヤナギゴケ，エドヤナギゴケ,標準,17910,1983,,,,,,,,,,,,,,,,,,
Sasaokaea aomoriensis (Paris) Kanda,ササオカゴケ,アオモリカギハイゴケ,標準,17916,1977,,,,,,,,,,,,,,,,,,
Hygrohypnum alpinum (Lindb.) Loeske  var. tsurugizanicum (Cardot) Nog. et Z.Iwats.,テリハミズハイゴケ,ツルギシメリゴケ,標準,21757,1973,,,,,,,,,,,,,,,,,,
Schwetschkea matsumurae Besch.,キノウエノケゴケ,"シナケゴケ, リュウザンケゴケ",標準,14801,1899,,,,,,,,,,,,,,,,,,
Lescuraea saxicola (Bruch et Schimp.) Milde,タカネゴケ,ミヤマヒツジゴケ,標準,17884,1869,,,,,,,,,,,,,,,,,,
Orthoamblystegium spuriosubtile (Broth. et Paris) Kanda et Nog.,ナガスジゴケ,"イトヤナギゴケ, タチヤナギゴケ",標準,17887,1982,,,,,,,,,,,,,,,,,,
Pseudoleskeopsis zippelii (Dozy et Molk.) Broth.,アサイトゴケ,フトスジヤナギゴケ,標準,17888,1907,,,,,,,,,,,,,,,,,,
Haplocladium angustifolium (Hampe et Müll.Hal.) Broth.,ノミハニワゴケ,ケゴケモドキ,標準,27427,1907,,,,,,,,,,,,,,,,,,
Haplocladium strictulum (Cardot) Reimers,スジシノブゴケ,ナガエノアサイトゴケ,標準,27429,1937,,,,,,,,,,,,,,,,,,
Thuidium kanedae Sakurai,トヤマシノブゴケ,アソシノブゴケ,標準,14836,1943,,,,,,,,,,,,,,,,,,
Pelekium pygmaeum (Schimp.) Touw,ミジンコシノブゴケ,ヒグチシノブゴケ,標準,17894,2001,,,,,,,,,,,,,,,,,,
Pelekium versicolor (Hornsch. ex Müll.Hal.) Touw,チャボシノブゴケ,クモノスシノブゴケ,標準,17896,2001,,,,,,,,,,,,,,,,,,
Thuidium subglaucinum Cardot,オオアオシノブゴケ,ヤチシノブゴケ,標準,17897,1911,,,,,,,,,,,,,,,,,,
Thuidium submicropteris Cardot,コマノイトシノブゴケ,コウライイトシノブゴケ,標準,17898,1904,,,,,,,,,,,,,,,,,,
Thuidium delicatulum (Hedw.) Schimp.,コバノエゾシノブゴケ,"シロシノブゴケ, エゾシノブゴケ, モリシノブゴケ",標準,18957,1852,,,,,,,,,,,,,,,,,,
Thuidium plumulosum (Dozy et Molk.) Bosch et Sande Lac.,イボエシノブゴケ,イボエヒメシノブゴケ,標準,18960,1845,,,,,,,,,,,,,,,,,,
Aerobryum speciosum (Dozy et Molk.) Dozy et Molk.  var. nipponicum Nog.,ミハラシゴケ,サナダゴケモドキ，コサナダゴケモドキ,標準,14745,1948,,,,,,,,,,,,,,,,,,
Isothecium subdiversiforme Broth.,ヒメコクサゴケ,"ヒラコクサゴケ, イトコクサゴケ",標準,14769,1899,,,,,,,,,,,,,,,,,,
Isothecium hakkodense Broth.,ミヤマコクサゴケ,ミヤマクサゴケ,標準,14770,1893,,,,,,,,,,,,,,,,,,
Okamuraea hakoniensis (Mitt.) Broth.,オカムラゴケ,ハコネオカムラゴケ,標準,14805,1908,,,,,,,,,,,,,,,,,,
Homalothecium laevisetum Sande Lac.,アツブサゴケ,"ホソバアツブサゴケ, ヒダアツブサゴケ",標準,14868,1866,,,,,,,,,,,,,,,,,,
Palamocladium leskeoides (Hook.) E.G.Britton,アツブサゴケモドキ,ホソヒダゴケ,標準,14870,1914,,,,,,,,,,,,,,,,,,
Brachythecium plumosum (Hedw.) Bruch et Schimp.,ハネヒツジゴケ,エゾハネヒツジゴケ,標準,14872,1853,,,,,,,,,,,,,,,,,,
Brachythecium populeum (Hedw.) Bruch et Schimp.,アオギヌゴケ,"ヤマトアオギヌゴケ, サイシュウアオギヌゴケ, キンキヒツジゴケ",標準,14873,1853,,,,,,,,,,,,,,,,,,
Brachythecium rivulare Bruch et Schimp.,タニゴケ,"タキタニゴケ, ササバゴケモドキ",標準,14875,1853,,,,,,,,,,,,,,,,,,
Brachythecium brotheri Paris,アラハヒツジゴケ,"クロヒメゴケ, ハイコガネハイゴケ",標準,14876,1904,,,,,,,,,,,,,,,,,,
Brachythecium novae-angliae (Sull. et Lesq.) A.Jaeger,ヤノネゴケ,"オオネジレヤノネゴケ, ホソエヒツジゴケ, イガノツルハシゴケ",標準,14885,1878,,,,,,,,,,,,,,,,,,
Oxyrrhynchium savatieri (Schimp. ex Besch.) Broth.,ツクシナギゴケ,ホソナギゴケ,標準,14889,1909,,,,,,,,,,,,,,,,,,
Rhynchostegium pallidifolium (Mitt.) A.Jaeger,コカヤゴケ,"シマナギゴケ, イオウツノブエゴケ",標準,14891,1878,,,,,,,,,,,,,,,,,,
Rhynchostegium riparioides (Hedw.) Cardot,アオハイゴケ,"ツキナギゴケ, ヒメアオハイゴケ",標準,14892,1913,,,,,,,,,,,,,,,,,,
Brachythecium plumosum (Hedw.) Bruch et Schimp.  var. mimmayae Besch.,ミンマヤヒツジゴケ,ミウマヤヒツジゴケ,標準,17923,1911,,,,,,,,,,,,,,,,,,
Brachythecium pulchellum Broth. et Paris,ツヤヒツジゴケ,ヒラヒツジゴケ,標準,17926,1904,,,,,,,,,,,,,,,,,,
Brachythecium rutabulum (Hedw.) Bruch et Schimp.,ヒロハノフサゴケ,ヒロハフサゴケ,標準,17928,1853,,,,,,,,,,,,,,,,,,
Koponeniella tenerrima (Broth. et Yasuda) Huttunen et M.S.Ignatov,ヒメヤノネゴケ,キビヤノネゴケ,標準,22731,2015,,,,,,,,,,,,,,,,,,
Brachythecium pseudouematsui Nog.,ニセコヒツジゴケ,バンダイヤナギゴケ,標準,27584,1991,,,,,,,,,,,,,,,,,,
Eurhynchium angustirete (Broth.) T.J.Kop.,ホソバツルハシゴケ,タカサゴツルハシゴケ,標準,27599,1967,,,,,,,,,,,,,,,,,,
Rhynchostegium inclinatum (Mitt.) A.Jaeger,カヤゴケ,"ヒメカヤゴケ, ハネカヤゴケ, シコクカヤゴケ",標準,27603,1878,,,,,,,,,,,,,,,,,,
Kurohimehypnum ctenidioides (Cardot) Sakurai,アラハヒツジゴケ,クロヒメゴケ,標準,44785,1950,,,,,,,,,,,,,,,,,,
Aerobryopsis subdivergens (Broth.) Broth.,ミズスギモドキ,オオミズズギモドキ,標準,14732,1906,,,,,,,,,,,,,,,,,,
Pseudobarbella wallichii (Brid.) Touw,サメジマタスキ,"タスキゴケ, ツクシサガリゴケ",標準,14736,1992,,,,,,,,,,,,,,,,,,
Floribundaria floribunda (Dozy et Molk.) M.Fleisch.,シノブイトゴケ,シノブイトゴケモドキ,標準,14743,1905,,,,,,,,,,,,,,,,,,
Dicladiella trichophora (Mont.) Redf. et B.C.Tan,キヌヒバゴケ,トサノサガリゴケ,標準,27380,1995,,,,,,,,,,,,,,,,,,
Helicodontium doii (Sakurai) Taoda,コンテリケゴケ,フトケゴケ,標準,14802,1977,,,,,,,,,,,,,,,,,,
Helicodontium formosicum (Cardot) W.R.Buck,タイワンケゴケ,ツクシジングウゴケ,標準,34458,1980,,,,,,,,,,,,,,,,,,
Platydictya jungermannioides (Brid.) H.A.Crum,イボネヒメヤナギゴケ,ヒメヤナギゴケモドキ,標準,14857,1964,,,,,,,,,,,,,,,,,,
Calliergonella cuspidata (Hedw.) Loeske,ヤリノホゴケ,"ワカハゴケ, ツヤゴケモドキ",標準,14866,1911,,,,,,,,,,,,,,,,,,
Orthothecium rufescens (Brid.) Bruch et Schimp.,ホソバツヤゴケ,タチミツヤゴケ,標準,14894,1851,,,,,,,,,,,,,,,,,,
Vesicularia flaccida (Sull. et Lesq.) Z.Iwats.,ヨコスカイチイゴケ,ヒナサナダゴケ,標準,14919,1963,,,,,,,,,,,,,,,,,,
Taxiphyllum taxirameum (Mitt.) M.Fleisch.,キャラハゴケ,"ヒメナガハキャラボクゴケ, セイナンキャラボクゴケ",標準,14920,1923,,,,,,,,,,,,,,,,,,
Taxiphyllum aomoriense (Besch.) Z.Iwats.,アオモリサナダゴケ,サナダゴケ,標準,14921,1963,,,,,,,,,,,,,,,,,,
Taxiphyllum alternans (Cardot) Z.Iwats.,コウライイチイゴケ,ミノオラッコゴケ,標準,14923,1963,,,,,,,,,,,,,,,,,,
Phyllodon lingulatus (Cardot) W.R.Buck,タカサゴイチイゴケモドキ,ヒラツボゴケ,標準,14945,1987,,,,,,,,,,,,,,,,,,
Pylaisia subcircinata Cardot,マキハキヌゴケ,イヌコモチゴケ,標準,14947,1911,,,,,,,,,,,,,,,,,,
Pylaisia stereodontoides Broth. et Yasuda ex Iisiba,ビロードゴケ,ビロウドゴケ,標準,14948,1932,,,,,,,,,,,,,,,,,,
"Hondaella caperata (Mitt.) Ando, B.C.Tan et Z.Iwats.",ホンダゴケ,コアオギヌゴケ,標準,14953,1993,,,,,,,,,,,,,,,,,,
Callicladium haldanianum (Grev.) H.A.Crum,クサゴケ,アオクサゴケ,標準,14954,1971,,,,,,,,,,,,,,,,,,
Hypnum sakuraii (Sakurai) Ando,オオベニハイゴケ,ベニハイゴケ,標準,14956,1958,,,,,,,,,,,,,,,,,,
Hypnum tristoviride (Broth.) Paris,イトハイゴケ,ハナシカガミゴケ,標準,14961,1900,,,,,,,,,,,,,,,,,,
Hypnum pallescens (Hedw.) P.Beauv.,キノウエノコハイゴケ,キノウエノハイゴケ,標準,14962,1805,,,,,,,,,,,,,,,,,,
Breidleria erectiuscula (Sull. et Lesq.) Hedenás,ヒラハイゴケ,タチヒラゴケモドキ,標準,14966,1851,,,,,,,,,,,,,,,,,,
Ectropothecium zollingeri (Müll.Hal.) A.Jaeger,オオヒラツボゴケ,"アラクシノハゴケ, タチクシノハゴケ, ツクシシメリゴケ, リュウキュウシメリゴケ",標準,14968,1880,,,,,,,,,,,,,,,,,,
Ectropothecium obtusulum (Cardot) Z.Iwats.,ニブハタケナゴケ,トサノイボゴケ,標準,14969,1967,,,,,,,,,,,,,,,,,,
Platydictya fauriei (Cardot) Z.Iwats. et Nog.,フォーリーイトヤナギゴケ,ホソヤナギゴケ,標準,17912,1973,,,,,,,,,,,,,,,,,,
Gollania japonica (Cardot) Ando et Higuchi,サジバラッコゴケ,ウニゴケ,標準,27750,1981,,,,,,,,,,,,,,,,,,
Gollania splendens (Broth. ex Iisiba) Nog.,オオカギイトゴケ,オウカギイトゴケ,標準,27751,1955,,,,,,,,,,,,,,,,,,
Iwatsukiella leucotricha (Mitt.) W.R.Buck et H.A.Crum,ハクモウコモチゴケ,コモチゴケ,標準,27414,1978,,,,,,,,,,,,,,,,,,
Heterocladium capillaceum Broth. ex Iisiba,イセノイトツルゴケ,コイトツルゴケ,標準,27425,1929,,,,,,,,,,,,,,,,,,
Meteoriella soluta (Mitt.) S.Okamura,オオミミゴケ,"シマヒムロゴケモドキ, ホソミミゴケ, ムチミミゴケ",標準,14725,1915,,,,,,,,,,,,,,,,,,
Ctenidium capillifolium (Mitt.) Broth.,クシノハゴケ,"ヒナクシノハゴケ, ツヤクシノハゴケ, オニクシノハゴケ",標準,14972,1908,,,,,,,,,,,,,,,,,,
Rhytidiadelphus squarrosus (Hedw.) Warnst.,フサゴケ,マキバフサゴケ,標準,14979,1906,,,,,,,,,,,,,,,,,,
Plagiothecium euryphyllum (Cardot et Thér.) Z.Iwats.,オオサナダゴケモドキ,ジョウロイチイゴケ、スギネタケナガゴケ,標準,14906,1970,,,,,,,,,,,,,,,,,,
Plagiothecium nemorale (Mitt.) A.Jaeger,ミヤマサナダゴケ,"ヤマサナダゴケ, ナガエノサナダゴケ",標準,14913,1878,,,,,,,,,,,,,,,,,,
Entodon macropodus (Hedw.) Müll.Hal.,ツクシツヤゴケ,ホウライツヤゴケ,標準,14896,1845,,,,,,,,,,,,,,,,,,
Entodon challengeri (Paris) Cardot,ヒロハツヤゴケ,ヒラツヤゴケ,標準,14898,1904,,,,,,,,,,,,,,,,,,
Entodon sullivantii (Müll.Hal.) Lindb.,ホソミツヤゴケ,"ツヤゴケ, アキタツヤゴケ, マガリツヤゴケ, ホソミノハイゴケ",標準,14899,1872,,,,,,,,,,,,,,,,,,
Entodon luridus (Griff.) A.Jaeger,フトサナダゴケ,スナチノサナダゴケ,標準,14900,1878,,,,,,,,,,,,,,,,,,
Entodon flavescens (Hook.) A.Jaeger,エダツヤゴケ,ベニツヤゴケ,標準,14901,1878,,,,,,,,,,,,,,,,,,
Entodon concinnus (De Not.) Paris  subsp. caliginosus (Mitt.) U.Mizush.,マルバツヤゴケ,マルハツヤゴケ,標準,14902,1960,,,,,,,,,,,,,,,,,,
Pseudotaxiphyllum pohliicarpum (Sull. et Lesq.) Z.Iwats.,アカイチイゴケ,ナガスジイチイゴケ,標準,14925,1987,,,,,,,,,,,,,,,,,,
Pseudotaxiphyllum densum (Cardot) Z.Iwats.,ヒダハイチイゴケ,"オキナワイチイゴケ, トサノヒラツボゴケ",標準,14926,1987,,,,,,,,,,,,,,,,,,
Isopterygium albescens (Hook.) A.Jaeger,シロイチイゴケ,ツクシイチイゴケ,標準,14928,1878,,,,,,,,,,,,,,,,,,
Brotherella henonii (Duby) M.Fleisch.,カガミゴケ,コウヤハイゴケ,標準,14936,1914,,,,,,,,,,,,,,,,,,
Isocladiella surcularis (Dixon) B.C.Tan et Mohamed,イトヒキフデノホゴケ,イスズゴケ,標準,14943,1990,,,,,,,,,,,,,,,,,,
Wijkia hornschuchii (Dozy et Molk.) H.A.Crum,ナンヨウトゲハイゴケ,キヨスミトゲハゴケ,標準,17949,1971,,,,,,,,,,,,,,,,,,
Sematophyllum subhumile (Müll.Hal.) M.Fleisch.,ナガハシゴケ,セイナンナガハシゴケ,標準,14939,1923,,,,,,,,,,,,,,,,,,
Sematophyllum subpinnatum (Brid.) E.G.Britton,タカサゴキリゴケ,イワナガハシゴケ,標準,14940,1918,,,,,,,,,,,,,,,,,,
Radulina hamata (Dozy et Molk.) W.R.Buck et B.C.Tan  var. ferriei (Cardot et Thér.) B.C.Tan et Y.Jia,カギホソエゴケ,フチナシハシボソゴケ,標準,27200,1999,,,,,,,,,,,,,,,,,,
Cryphaea obovatocarpa S.Okamura,イトヒバゴケ,クワノイトヒバゴケ (Okamura 1911),標準,14705,1911,,,,,,,,,,,,,,,,,,
Cyptodontopsis leveillei (Thér.) P.Rao et Enroth,カワブチゴケ,トガリバカワブチゴケ,標準,14706,1999,,,,,,,,,,,,,,,,,,
